"","Taxa","sp","GEO3","ISO3","lon","lat","sol","sol_Hi","sol_Lo","sol_Mo","sol_VL","tot","lab","org","occ","sec","apa","stp10","stp100","stp20","stp30","PBR1","PBR2","PHO1","PHO2","PMEH1","PMEH2","PNZ1","PNZ2","POL1","POL2","TP1","TP2","NPlim","ext_P20"
"1417","SEEDGWAS3055:MRG:4:250068987","Zea mays","Meso-America","MEX",-100.9333333,21.16666667,8,0,0,100,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,656.877197265625,532.995056152344,603.477966308594,546.009155273438,1480,NA,NA,NA,NA,NA,3007,3447,NA,NA,NA,NA,-0.367850005626678,NA
"1418","SEEDGWAS3056:MRG:4:250064080","Zea mays","Meso-America","MEX",-98.81666667,19.88333333,9,0,33,67,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,794.479919433594,650.809814453125,737.137084960938,683.155090332031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0776880010962486,NA
"1419","SEEDGWAS3057:MRG:4:250064081","Zea mays","Meso-America","MEX",-97.58333333,19.86666667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"1420","SEEDGWAS306:MRG:4:250059065","Zea mays","South America","BRA",-49.31666667,-20.48333333,1,0,0,0,100,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,529.509704589844,482.900512695312,502.834014892578,509.28125,152,41,NA,200,NA,NA,4609,6533,NA,NA,400,200,NA,NA
"1421","SEEDGWAS3060:MRG:4:250068988","Zea mays","Meso-America","MEX",-98.513073,19.567345,2,0,20,10,70,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,794.479919433594,650.809814453125,737.137084960938,683.155090332031,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1422","SEEDGWAS3061:MRG:4:250068989","Zea mays","Meso-America","MEX",-98.88333333,19.25,2,0,20,10,70,NA,NA,NA,NA,NA,NA,644.589599609375,574.420166015625,600.763366699219,582.487365722656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,-0.0989599972963333,NA
"1423","SEEDGWAS3062:MRG:4:250068990","Zea mays","Meso-America","MEX",-98.23333333,19.16666667,2,0,30,20,50,NA,NA,NA,NA,NA,NA,801.2412109375,816.111572265625,859.159362792969,835.261474609375,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,NA,NA
"1424","SEEDGWAS3063:MRG:4:250064082","Zea mays","Meso-America","MEX",-97.25,19.76666667,2,0,0,40,60,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1425","SEEDGWAS3064:MRG:4:250064083","Zea mays","Meso-America","MEX",-97.58333333,19.86666667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"1426","SEEDGWAS3065:MRG:4:250064084","Zea mays","Meso-America","MEX",-97.25,19.76666667,2,0,0,40,60,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1427","SEEDGWAS3066:MRG:4:250064085","Zea mays","Meso-America","MEX",-97.58333333,19.86666667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"1428","SEEDGWAS3067:MRG:4:250068991","Zea mays","Meso-America","MEX",-103.0666667,20.61666667,9,0,0,60,40,NA,NA,NA,NA,NA,NA,843.878601074219,618.913757324219,739.495300292969,657.724792480469,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"1429","SEEDGWAS3068:MRG:4:250068992","Zea mays","Meso-America","MEX",-91.811051,17.284759,8,0,20,80,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,878.997863769531,740.064208984375,814.559814453125,761.170104980469,383,80,NA,NA,592,126,4478,5328,554,NA,800,500,-0.378450006246567,NA
"1430","SEEDGWAS3069:MRG:4:250064086","Zea mays","Meso-America","MEX",-101,20.16666667,2,0,10,40,50,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,804.519653320312,864.646057128906,939.689147949219,890.874389648438,992,166,NA,NA,NA,NA,4972,6175,NA,NA,800,700,-0.159490004181862,NA
"1431","SEEDGWAS307:MRG:4:250059066","Zea mays","South America","BRA",-46.852271,-22.437301,4,100,0,0,0,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,513.542907714844,415.381713867188,467.684844970703,428.628936767578,850,101,1000,0,1636,77,1888,1998,NA,NA,300,200,-0.273169994354248,NA
"1432","SEEDGWAS3070:MRG:4:250068994","Zea mays","Meso-America","MEX",-98.461609,19.092571,2,0,30,20,50,NA,NA,NA,NA,NA,NA,801.2412109375,816.111572265625,859.159362792969,835.261474609375,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,-0.128010004758835,NA
"1433","SEEDGWAS3072:MRG:4:250068995","Zea mays","Meso-America","MEX",-98.734909,20.784944,9,0,40,60,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,1121.35827636719,947.889770507812,1076.75598144531,977.941467285156,1724,202,1400,NA,1219,108,2054,2482,571,160,500,300,NA,NA
"1434","SEEDGWAS3074:MRG:4:250068996","Zea mays","Meso-America","MEX",-98.734909,20.784944,9,0,40,60,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,1121.35827636719,947.889770507812,1076.75598144531,977.941467285156,1724,202,1400,NA,1219,108,2054,2482,571,160,500,300,NA,NA
"1435","SEEDGWAS3075:MRG:4:250068998","Zea mays","Meso-America","MEX",-98.96666667,19.71666667,9,0,30,50,20,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,794.479919433594,650.809814453125,737.137084960938,683.155090332031,807,217,NA,NA,NA,NA,3482,4004,NA,NA,700,500,NA,NA
"1436","SEEDGWAS3076:MRG:4:250068999","Zea mays","Meso-America","MEX",-97.58333333,19.86666667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"1437","SEEDGWAS3077:MRG:4:250064087","Zea mays","Meso-America","MEX",-97.381224,19.812923,2,0,20,10,70,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1438","SEEDGWAS3078:MRG:4:250069000","Zea mays","Meso-America","MEX",-98.583348,19.578317,2,0,20,10,70,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,794.479919433594,650.809814453125,737.137084960938,683.155090332031,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1439","SEEDGWAS3079:MRG:4:250069001","Zea mays","Meso-America","MEX",-98.96666667,19.71666667,9,0,30,50,20,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,794.479919433594,650.809814453125,737.137084960938,683.155090332031,807,217,NA,NA,NA,NA,3482,4004,NA,NA,700,500,NA,NA
"1440","SEEDGWAS308:MRG:4:250059067","Zea mays","South America","BRA",-47.9,-22.01666667,1,0,0,0,100,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,484.906494140625,402.887969970703,426.988342285156,412.989654541016,152,41,NA,200,NA,NA,4609,6533,NA,NA,400,200,NA,NA
"1441","SEEDGWAS3080:MRG:4:250069002","Zea mays","Meso-America","MEX",-98.38333333,19.26666667,2,0,30,20,50,NA,NA,NA,NA,NA,NA,801.2412109375,816.111572265625,859.159362792969,835.261474609375,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,-0.315409988164902,NA
"1442","SEEDGWAS3081:MRG:4:250069003","Zea mays","Meso-America","MEX",-103,20.61666667,9,0,0,60,40,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,637.892028808594,531.06640625,588.613891601562,558.676940917969,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.190750002861023,NA
"1443","SEEDGWAS3082:MRG:4:250069004","Zea mays","Meso-America","MEX",-98.43333333,20.15,2,0,20,30,50,NA,NA,NA,NA,NA,NA,931.010864257812,911.933532714844,1023.45989990234,947.693054199219,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"1444","SEEDGWAS3084:MRG:4:250064088","Zea mays","Meso-America","MEX",-100.376967,20.184461,8,0,0,100,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,646.847717285156,532.379699707031,585.594299316406,553.091857910156,1480,NA,NA,NA,NA,NA,3007,3447,NA,NA,NA,NA,-0.106949999928474,NA
"1445","SEEDGWAS3085:MRG:4:250069005","Zea mays","Meso-America","MEX",-97.58333333,19.86666667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"1446","SEEDGWAS3086:MRG:4:250064089","Zea mays","Meso-America","MEX",-97.45,19.83333333,2,0,20,30,50,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,-0.14970999956131,NA
"1447","SEEDGWAS3087:MRG:4:250064090","Zea mays","Meso-America","MEX",-97.25,19.76666667,2,0,0,40,60,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1448","SEEDGWAS3088:MRG:4:250069006","Zea mays","Meso-America","MEX",-98.96666667,19.71666667,9,0,30,50,20,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,794.479919433594,650.809814453125,737.137084960938,683.155090332031,807,217,NA,NA,NA,NA,3482,4004,NA,NA,700,500,NA,NA
"1449","SEEDGWAS3089:MRG:4:250069007","Zea mays","Meso-America","MEX",-98.734909,20.784944,9,0,40,60,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,1121.35827636719,947.889770507812,1076.75598144531,977.941467285156,1724,202,1400,NA,1219,108,2054,2482,571,160,500,300,NA,NA
"1450","SEEDGWAS309:MRG:4:250059068","Zea mays","Caribbean","VIR",-64.88,17.71,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,492.746887207031,435.327728271484,443.438079833984,443.654541015625,1229,63,1900,900,1493,145,2092,3729,621,93,400,300,NA,NA
"1451","SEEDGWAS3090:MRG:4:250069008","Zea mays","Meso-America","MEX",-99.32,19.41,2,0,20,10,70,NA,NA,NA,NA,NA,NA,796.609619140625,767.307067871094,849.164978027344,785.64794921875,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,-0.0250540003180504,NA
"1452","SEEDGWAS3092:MRG:4:250064091","Zea mays","Meso-America","MEX",-103,20.61666667,9,0,0,60,40,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,637.892028808594,531.06640625,588.613891601562,558.676940917969,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.190750002861023,NA
"1453","SEEDGWAS3093:MRG:4:250064092","Zea mays","Meso-America","MEX",-101,19.75,2,0,10,40,50,NA,NA,NA,NA,NA,NA,732.551879882812,761.661804199219,836.393310546875,785.9736328125,992,166,NA,NA,NA,NA,4972,6175,NA,NA,800,700,-0.128600001335144,NA
"1454","SEEDGWAS3094:MRG:4:250064093","Zea mays","Meso-America","MEX",-97.46666667,19.86666667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,-0.170059993863106,NA
"1455","SEEDGWAS3096:MRG:4:250069009","Zea mays","Meso-America","MEX",-98.2,19.13333333,2,0,30,20,50,NA,NA,NA,NA,NA,NA,801.2412109375,816.111572265625,859.159362792969,835.261474609375,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,-0.079415000975132,NA
"1456","SEEDGWAS3097:MRG:4:250064095","Zea mays","Meso-America","MEX",-100.548248,20.0075,2,0,20,10,70,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,804.519653320312,864.646057128906,939.689147949219,890.874389648438,415,77,NA,NA,NA,NA,6259,7790,NA,NA,1000,900,-0.15557000041008,NA
"1457","SEEDGWAS3098:MRG:4:250069010","Zea mays","Meso-America","MEX",-100.548248,20.0075,2,0,20,10,70,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,804.519653320312,864.646057128906,939.689147949219,890.874389648438,415,77,NA,NA,NA,NA,6259,7790,NA,NA,1000,900,-0.15557000041008,NA
"1458","SEEDGWAS3099:MRG:4:250069011","Zea mays","Meso-America","MEX",-98.8,19.2,2,0,20,10,70,NA,NA,NA,NA,NA,NA,644.589599609375,574.420166015625,600.763366699219,582.487365722656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,-0.154819995164871,NA
"1459","SEEDGWAS31:MRG:4:250054470","Zea mays","Meso-America","MEX",-93.38333333,16.76666667,9,20,30,50,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,1086.40283203125,941.418640136719,1040.30676269531,962.985595703125,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1460","SEEDGWAS310:MRG:4:250059069","Zea mays","South America","BRA",-49.68333333,-28.93333333,5,60,0,20,20,209.715667724609,25.9117183685303,85.2631759643555,47.7648391723633,15.0393543243408,35.7365684509277,540.314392089844,460.484375,510.719940185547,469.638885498047,779,231,800,6,2229,97,3073,4033,NA,NA,500,300,NA,NA
"1461","SEEDGWAS3100:MRG:4:250069012","Zea mays","Meso-America","MEX",-100.906572,19.809646,2,0,20,10,70,NA,NA,NA,NA,NA,NA,732.551879882812,761.661804199219,836.393310546875,785.9736328125,415,77,NA,NA,NA,NA,6259,7790,NA,NA,1000,900,-0.15106999874115,NA
"1462","SEEDGWAS3102:MRG:4:250064096","Zea mays","Meso-America","MEX",-97.381224,19.812923,2,0,20,10,70,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1463","SEEDGWAS3104:MRG:4:250069014","Zea mays","Meso-America","MEX",-97.505022,19.84452,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"1464","SEEDGWAS3106:MRG:4:250064097","Zea mays","Meso-America","MEX",-92.708848,16.757656,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1465","SEEDGWAS3107:MRG:4:250064098","Zea mays","Meso-America","MEX",-97.342947,17.517894,8,0,20,80,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,695.102600097656,565.125427246094,646.619323730469,598.669860839844,796,141,NA,NA,1031,226,3250,3642,588,NA,600,300,-0.299360007047653,NA
"1466","SEEDGWAS3108:MRG:4:250069015","Zea mays","Meso-America","MEX",-102.212362,22.233853,9,0,10,70,20,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,734.632873535156,648.897827148438,696.263000488281,666.146301269531,1153,110,NA,NA,NA,NA,3542,4064,NA,NA,700,600,NA,NA
"1467","SEEDGWAS311:MRG:4:250059070","Zea mays","Caribbean","CUB",-80.90474,22.584937,8,0,0,100,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,580.968627929688,524.84716796875,561.571228027344,547.38037109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","SEEDGWAS3111:MRG:4:250069016","Zea mays","Meso-America","MEX",-103.7,19.93,9,0,0,60,40,NA,NA,NA,NA,NA,NA,859.270568847656,811.251037597656,931.984008789062,838.081176757812,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.117260001599789,NA
"1469","SEEDGWAS3112:MRG:4:250069017","Zea mays","Meso-America","MEX",-103.506517,20.030919,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,599.699523925781,518.0712890625,564.566223144531,536.0703125,486,76,NA,NA,NA,NA,5874,7255,NA,NA,1000,800,-0.225099995732307,NA
"1470","SEEDGWAS3113:MRG:4:250069018","Zea mays","Meso-America","MEX",-101.168021,22.411961,8,0,0,100,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,680.754821777344,560.955078125,636.117797851562,584.92626953125,1159,102,1900,NA,1929,382,2746,2693,749,163,500,400,-0.408129990100861,NA
"1471","SEEDGWAS3114:MRG:4:250064099","Zea mays","Meso-America","MEX",-103.515374,19.988464,9,0,0,60,40,NA,NA,NA,NA,NA,NA,859.270568847656,811.251037597656,931.984008789062,838.081176757812,486,76,NA,NA,NA,NA,5874,7255,NA,NA,1000,800,-0.217779994010925,NA
"1472","SEEDGWAS3115:MRG:4:250069020","Zea mays","Meso-America","MEX",-101.168021,22.411961,8,0,0,100,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,680.754821777344,560.955078125,636.117797851562,584.92626953125,1159,102,1900,NA,1929,382,2746,2693,749,163,500,400,-0.408129990100861,NA
"1473","SEEDGWAS3116:MRG:4:250069021","Zea mays","Meso-America","MEX",-101.7,22.58,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,722.925109863281,618.504455566406,687.737609863281,634.921630859375,2268,188,3000,1000,2832,262,1774,2054,794,141,500,400,-0.382340013980865,NA
"1474","SEEDGWAS3117:MRG:4:250069022","Zea mays","Meso-America","MEX",-103.458675,19.909534,9,0,0,60,40,NA,NA,NA,NA,NA,NA,816.943359375,799.2734375,891.15234375,816.751220703125,486,76,NA,NA,NA,NA,5874,7255,NA,NA,1000,800,NA,NA
"1475","SEEDGWAS3118:MRG:4:250069023","Zea mays","Meso-America","MEX",-103.515374,19.988464,9,0,0,60,40,NA,NA,NA,NA,NA,NA,859.270568847656,811.251037597656,931.984008789062,838.081176757812,486,76,NA,NA,NA,NA,5874,7255,NA,NA,1000,800,-0.217779994010925,NA
"1476","SEEDGWAS3119:MRG:4:250069024","Zea mays","Meso-America","MEX",-103.478064,19.800829,9,0,0,60,40,NA,NA,NA,NA,NA,NA,816.943359375,799.2734375,891.15234375,816.751220703125,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"1477","SEEDGWAS312:MRG:4:250059071","Zea mays","Caribbean","CUB",-75.831855,20.67424,8,0,20,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,90,200,NA,294,18,4520,5590,523,178,700,500,NA,NA
"1478","SEEDGWAS3120:MRG:4:250064100","Zea mays","Meso-America","MEX",-103.506517,20.030919,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,599.699523925781,518.0712890625,564.566223144531,536.0703125,486,76,NA,NA,NA,NA,5874,7255,NA,NA,1000,800,-0.225099995732307,NA
"1479","SEEDGWAS3121:MRG:4:250064102","Zea mays","Meso-America","MEX",-103.2,19.97,9,0,0,60,40,NA,NA,NA,NA,NA,NA,816.943359375,799.2734375,891.15234375,816.751220703125,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.133790001273155,NA
"1480","SEEDGWAS3122:MRG:4:250064103","Zea mays","Meso-America","MEX",-103.2,19.97,9,0,0,60,40,NA,NA,NA,NA,NA,NA,816.943359375,799.2734375,891.15234375,816.751220703125,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.133790001273155,NA
"1481","SEEDGWAS3123:MRG:4:250064104","Zea mays","Meso-America","MEX",-102.212362,22.233853,9,0,10,70,20,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,734.632873535156,648.897827148438,696.263000488281,666.146301269531,1153,110,NA,NA,NA,NA,3542,4064,NA,NA,700,600,NA,NA
"1482","SEEDGWAS3124:MRG:4:250069025","Zea mays","Meso-America","MEX",-102.229694,22.287284,9,0,10,70,20,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,734.632873535156,648.897827148438,696.263000488281,666.146301269531,1153,110,NA,NA,NA,NA,3542,4064,NA,NA,700,600,NA,NA
"1483","SEEDGWAS3125:MRG:4:250064105","Zea mays","Meso-America","MEX",-98.846801,19.155854,2,0,30,20,50,NA,NA,NA,NA,NA,NA,644.589599609375,574.420166015625,600.763366699219,582.487365722656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,-0.148249998688698,NA
"1484","SEEDGWAS3126:MRG:4:250069026","Zea mays","Meso-America","MEX",-99.166836,19.677872,9,0,33,67,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,631.255859375,516.466125488281,572.410339355469,535.610778808594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","SEEDGWAS3127:MRG:4:250069027","Zea mays","Meso-America","MEX",-101.055509,20.100817,2,0,10,40,50,NA,NA,NA,NA,NA,NA,801.246948242188,859.195068359375,927.078552246094,884.004272460938,992,166,NA,NA,NA,NA,4972,6175,NA,NA,800,700,-0.134389996528625,NA
"1486","SEEDGWAS3128:MRG:4:250069028","Zea mays","Meso-America","MEX",-101.031084,20.130549,2,0,10,40,50,NA,NA,NA,NA,NA,NA,801.246948242188,859.195068359375,927.078552246094,884.004272460938,992,166,NA,NA,NA,NA,4972,6175,NA,NA,800,700,-0.156560003757477,NA
"1487","SEEDGWAS3129:MRG:4:250069029","Zea mays","Meso-America","MEX",-103.6,20.03,9,0,0,60,40,NA,NA,NA,NA,NA,NA,599.699523925781,518.0712890625,564.566223144531,536.0703125,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.183980002999306,NA
"1488","SEEDGWAS3130:MRG:4:250064106","Zea mays","Meso-America","MEX",-92.37428,16.838495,6,40,20,40,0,189.75,13.1082925796509,49.7512664794922,95.3201599121094,25.3454780578613,6.22480916976929,748.278076171875,574.6083984375,690.445251464844,630.9384765625,732,119,700,0,1670,99,3082,3977,NA,NA,500,300,-0.164020001888275,NA
"1489","SEEDGWAS3131:MRG:4:250064107","Zea mays","Meso-America","MEX",-92.5,16.83,9,20,30,50,0,189.75,13.1082925796509,49.7512664794922,95.3201599121094,25.3454780578613,6.22480916976929,748.278076171875,574.6083984375,690.445251464844,630.9384765625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1490","SEEDGWAS3132:MRG:4:250064108","Zea mays","Meso-America","MEX",-92.5,16.83,9,20,30,50,0,189.75,13.1082925796509,49.7512664794922,95.3201599121094,25.3454780578613,6.22480916976929,748.278076171875,574.6083984375,690.445251464844,630.9384765625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1491","SEEDGWAS3133:MRG:4:250064109","Zea mays","Meso-America","MEX",-92.5,16.83,9,20,30,50,0,189.75,13.1082925796509,49.7512664794922,95.3201599121094,25.3454780578613,6.22480916976929,748.278076171875,574.6083984375,690.445251464844,630.9384765625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1492","SEEDGWAS3134:MRG:4:250069030","Zea mays","Meso-America","MEX",-92.689712,16.779132,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,-0.0924130007624626,NA
"1493","SEEDGWAS3135:MRG:4:250069031","Zea mays","Meso-America","MEX",-92.575401,16.795065,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1494","SEEDGWAS3136:MRG:4:250064110","Zea mays","Meso-America","MEX",-92.68,16.78,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1495","SEEDGWAS3137:MRG:4:250064111","Zea mays","Meso-America","MEX",-92.63,16.75,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1496","SEEDGWAS3138:MRG:4:250064112","Zea mays","Meso-America","MEX",-92.63,16.75,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1497","SEEDGWAS3139:MRG:4:250064113","Zea mays","Meso-America","MEX",-92.47,16.77,9,20,30,50,0,189.75,13.1082925796509,49.7512664794922,95.3201599121094,25.3454780578613,6.22480916976929,748.278076171875,574.6083984375,690.445251464844,630.9384765625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,-0.123360000550747,NA
"1498","SEEDGWAS3140:MRG:4:250064114","Zea mays","Meso-America","MEX",-92.710791,16.756442,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1499","SEEDGWAS3141:MRG:4:250064115","Zea mays","Meso-America","MEX",-92.710791,16.756442,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1500","SEEDGWAS3143:MRG:4:250064116","Zea mays","Meso-America","MEX",-92.710791,16.756442,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"1501","SEEDGWAS3144:MRG:4:250064117","Zea mays","Meso-America","MEX",-92.710791,16.756442,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
